text,intent;
Is this app capable of exchanging currencies?,exchange_via_app;
Is it possible to change from USD to GBP with your App?,exchange_via_app;
If I need to make an exchange from USD to GBP\, how can I do so in the app?,exchange_via_app;
Can I use this app to exchange between dollars and pounds?,exchange_via_app;
Will this app allow me to exchange currencies?,exchange_via_app;
Is it possible to exchange USD and GBP on the app?,exchange_via_app;
I may need to exchange my USD for GBP\, can your app do that?,exchange_via_app;
How do I exchange currencies with this,exchange_via_app;
I need Australian dollars instead of UK currency.,exchange_via_app;
Im having difficulties changing AUD for GBP. How do I do this?,exchange_via_app;
Can I exchange currencies with the app?,exchange_via_app;
Will you tell me how to exchange USD for GBP in the app?,exchange_via_app;
How do you exchange currencies,exchange_via_app;
How can I exchange currencies with this app?,exchange_via_app;
How can I exchange GBP for AUD?,exchange_via_app;
Can I exchange currency for different types?,exchange_via_app;
Does this app exchange currencies?,exchange_via_app;
Is it possible to exchange currencies on the app?,exchange_via_app;
Whats the process of changing from GBP to AUD?,exchange_via_app;
How do I switch to a different currency?,exchange_via_app;
Whats the procedure with currency exchange?,exchange_via_app;
How to I switch my money for the money used in another country?,exchange_via_app;
Will it be possible to change from USD to GBP with this App?,exchange_via_app;
I would like to change currency,exchange_via_app;
How do I make a currency exchange?,exchange_via_app;
I cant figure out how to change GBP to AUD\, what do I do?,exchange_via_app;
I accidentally chose to exchange GBP\, but I need to pick AUD. How can I change it?,exchange_via_app;
How can I exchange USD and GBP in the app?,exchange_via_app;
How can I exchange currencies in the app?,exchange_via_app;
I need to exchange a currency - can I do that here?,exchange_via_app;
How can I change the currency Im exchanging from AUD to GBP?,exchange_via_app;
What do I need to do to exchange my money?,exchange_via_app;
I would like to exchange currencies\, how do I go upon it?,exchange_via_app;
What different currencies can I get?,exchange_via_app;
I would like to exchange currency  What types are there?,exchange_via_app;
how to exchange currencies,exchange_via_app;
Can I use your app to exchange USD for GBP?,exchange_via_app;
Can this convert money?,exchange_via_app;
Can you  tell me how to get AUD not GBP?,exchange_via_app;
How can I trade currencies with this app?,exchange_via_app;
Can I exchange currencies usign this app?,exchange_via_app;
Can this app be used to exchange currencies?,exchange_via_app;
need to exchange currencies,exchange_via_app;
How do I change to AUD from GBP?,exchange_via_app;
How do I start an exchange between GBP and AUD?,exchange_via_app;
Whats types of currency can I exchange?,exchange_via_app;
how can i exchange currencies,exchange_via_app;
Can I exchange USD and GBP from the app?,exchange_via_app;
What steps do I need to take to exchange currencies?,exchange_via_app;
What other currencies are available to change to?,exchange_via_app;
what currencies can i exchange between on your app?,exchange_via_app;
Can this app exchange American and English currency?,exchange_via_app;
My plans may change so I may need to change from GBP to AUD.,exchange_via_app;
Does the app allow for exchanges between currencies?,exchange_via_app;
I may no longer need GBP\, but instead I will need AUD\, how can I go about making this change?,exchange_via_app;
Can I use this app to change money?,exchange_via_app;
Has there been any activity on my card today?,lost_or_stolen_card;
I lost my wallet and all my cards were in it.,lost_or_stolen_card;
Im panicking!  I lost my card!  Help!,lost_or_stolen_card;
I need to report a stolen card,lost_or_stolen_card;
How do I replace a stolen card?,lost_or_stolen_card;
Can you provide information for freezing my card immediately?,lost_or_stolen_card;
Whats the phone number to freeze a card?,lost_or_stolen_card;
I cant find my card! Can you help?,lost_or_stolen_card;
Hi\, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.,lost_or_stolen_card;
Help! I lost my card!,lost_or_stolen_card;
My card is missing.  Please help.,lost_or_stolen_card;
I think that my card has been stolen!,lost_or_stolen_card;
My card was stolen,lost_or_stolen_card;
A fee shouldnt apply to me if my card was stolen.,lost_or_stolen_card;
My card has been stolen. I reported it with the police\, but I need to report it with you as well.,lost_or_stolen_card;
Can you tell me the status of my new card?,lost_or_stolen_card;
My card has been stolen what do I do?,lost_or_stolen_card;
I cant find my card\, it is lost.,lost_or_stolen_card;
My card is lost!  Please help me!,lost_or_stolen_card;
I believe that my card has been stolen!,lost_or_stolen_card;
What should I do if I think my card was stolen?,lost_or_stolen_card;
Can you send me a new card and block my current one. Im in Spain and my wallet was stolen.,lost_or_stolen_card;
I thought I left my card at a restaurant\, but they claim not to have it and now I dont have any idea where it is. Im so worried that someone might be using it fraudulently. Is there any way to look into this?,lost_or_stolen_card;
My bag got stolen with all my cards. Can you please cancel my card and send a new one?,lost_or_stolen_card;
I think my card is stolen!,lost_or_stolen_card;
Help!  I fear that my card was stolen\,,lost_or_stolen_card;
Someone stole my card!,lost_or_stolen_card;
Are you able to guide me to my cards location?,lost_or_stolen_card;
How can I report that my card was stolen? I made a police report first.,lost_or_stolen_card;
My card is missing!  Help!,lost_or_stolen_card;
My wallet was stolen\, along with my cards. How do I put a freeze on my cards and order a new one?,lost_or_stolen_card;
Could you please freeze my card immediately?,lost_or_stolen_card;
i need help\, i lost my card,lost_or_stolen_card;
What can I do if I lost my card?,lost_or_stolen_card;
I think that the card is stolen.  What are my next steps?,lost_or_stolen_card;
What do I do if my card is stolen?,lost_or_stolen_card;
My card is stolen.  Help!,lost_or_stolen_card;
I lost track of my card,lost_or_stolen_card;
Report stolen card,lost_or_stolen_card;
Help!  My card is stolen.,lost_or_stolen_card;
My card was lost on vacation\, I dont know where it is. Can you help me take care of this immediately?,lost_or_stolen_card;
I have lost my card! What is my next step?,lost_or_stolen_card;
My card has been lost! help!,lost_or_stolen_card;
What do I do if my card has been lost or stolen?,lost_or_stolen_card;
Help Me!  I lost my card.  What should I do?,lost_or_stolen_card;
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,lost_or_stolen_card;
Who can I speak with regarding a lost card?,lost_or_stolen_card;
My card has gone missing.,lost_or_stolen_card;
oh my god I lost my card! what should I do?,lost_or_stolen_card;
I cant find my card!  What should I do?,lost_or_stolen_card;
What is the first step that I should take after my card has been stolen?,lost_or_stolen_card;
I seem to have lost my card.,lost_or_stolen_card;
My card was stolen. What do I need to do?,lost_or_stolen_card;
Someone took my card without permission,lost_or_stolen_card;
I lost my card n need a new one.,lost_or_stolen_card;
My card has been lost / stolen,lost_or_stolen_card;
I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,lost_or_stolen_card;
Please help me.  My card is missing.,lost_or_stolen_card;
I lost my card\, what do I do now?,lost_or_stolen_card;
I need to order a new card as my other one was stolen.,lost_or_stolen_card;
I think someone stole my card because I cant find it.,lost_or_stolen_card;
What are the steps I need to do if I have a stolen card?,lost_or_stolen_card;
I cant find my card.,lost_or_stolen_card;
I think my card is lost.  What do I do?,lost_or_stolen_card;
What should I do if my card is stolen?,lost_or_stolen_card;
How do I deactivate a stolen card?,lost_or_stolen_card;
I want to block my card or deactivate it or something\, its been stolen and I dont want it misused. I want this handled right away.,lost_or_stolen_card;
Someone took my card without my permission.,lost_or_stolen_card;
Need help with a stolen card.,lost_or_stolen_card;
help\, lost my card,lost_or_stolen_card;
What do I do if my card was stolen.,lost_or_stolen_card;
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card;
My card is missing.,lost_or_stolen_card;
How do I report my card as lost or stolen?,lost_or_stolen_card;
Is there any way for you to find my card?,lost_or_stolen_card;
Ive lost my card. What can I do about that?,lost_or_stolen_card;
I left my card at a restaurant and now its missing.,lost_or_stolen_card;
Can you help me retrieve my card?,lost_or_stolen_card;
I lost my card. Can you help me?,lost_or_stolen_card;
What should I do?  My card has been stolen!,lost_or_stolen_card;
My card was stolen last night.,lost_or_stolen_card;
Could you assist me in finding my lost card?,lost_or_stolen_card;
I want to open an account for my children,age_limit;
How old do you need to be to use the banks services?,age_limit;
Whats the minimum age to have an account,age_limit;
Can my children open an account?,age_limit;
How old do I need to be?,age_limit;
What are age requirements for opening an account?,age_limit;
Is there any age limit?,age_limit;
We want to start a college fund for my daughter.,age_limit;
Hold old do my kids have to be to use the service?,age_limit;
Can I start an account for my kids?,age_limit;
How old does my daughter have to be to open an account?,age_limit;
What is minimum age for an account?,age_limit;
What is needed for my daughter to open an account?,age_limit;
What about my children?,age_limit;
What is the process for setting up and account for my child?,age_limit;
Is there an age limit to open an account,age_limit;
How old do my kids have to be use this?,age_limit;
Can I make an account for my kids?,age_limit;
Id like to open an account for my kids can I do that?,age_limit;
Would it be possible to open up an account for children?,age_limit;
Do you have any age limit?,age_limit;
If I want my son to have his own account is that possible?,age_limit;
Could I open an account for children?,age_limit;
What does my daughter need to open an account?,age_limit;
Can my children get an account?,age_limit;
What is the age limit for an account?,age_limit;
What age do you have to be?,age_limit;
What is the appropriate age for my child to be able to open an account?,age_limit;
How do I open an account for my children?,age_limit;
What are the requirements to open an account for a minor?,age_limit;
are there age requirements,age_limit;
Is there an age limit for opening an account?,age_limit;
Can my 8 year old grandson open an account at the bank?,age_limit;
What is the minimum age required to open an account with your service?,age_limit;
If I want to get an account for my daughter\, can I do that?,age_limit;
How old do you have to be to open an account?,age_limit;
I have young kids. Can they use this service?,age_limit;
Do you have an age limit?,age_limit;
How old do you have to be?,age_limit;
Could my daughter open an account?,age_limit;
Can I open an account for my children?,age_limit;
What would the age limit be?,age_limit;
What are the age requirements for service?,age_limit;
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,age_limit;
Is there a possibility to open an account for my sons and daughters?,age_limit;
Is there an age limit to get an account?,age_limit;
what is the age limit for opening a new account,age_limit;
Is my daughter eligible to open an account?,age_limit;
How do I set up an account for my children?,age_limit;
May I get an account for my daughter?,age_limit;
What is the minimum age limit?,age_limit;
How old must I be to open an account?,age_limit;
What is the age limit?,age_limit;
Can my children have an account?,age_limit;
Is there any way I could open an account for my daughter?,age_limit;
Can I get an account for my daughter?,age_limit;
How old do you need to be to open an account?,age_limit;
Do you offer account services for children and teens?,age_limit;
From which age can my kids use your service?,age_limit;
What is the youngest age for an account?,age_limit;
I have kids and Im curious at what age could they start to use your service.,age_limit;
At what age can I open an account?,age_limit;
Id like to open an account for my children. How can I do that?,age_limit;
Can I open up an account for my child?,age_limit;
Is there a limit for age?,age_limit;
How can I open an account for my children?,age_limit;
Do you have a children account available?,age_limit;
At what age can my children use your service?,age_limit;
I want to open an account for my child.,age_limit;
At what age can a person open an account?,age_limit;
How old do kids have to be to open an account?,age_limit;
What is your age limit?,age_limit;
How old do my kids need to be to use your service?,age_limit;
I would like to get an account for my child.,age_limit;
Would I be able to open an account for my daughter?,age_limit;
Can my teenager have an account?,age_limit;
What age do you have to be to open an account?,age_limit;
How old do my kids need to be to open an account?,age_limit;
As my kids get older are they able to get set up with their own accounts?,age_limit;
Is there an age limit to when my child can use these services?,age_limit;
How many years old do I have to be?,age_limit;
Do you have a limit for someones age?,age_limit;
Do you have any accounts for children ?,age_limit;
Can my daughter make an account?,age_limit;
I need to set up an account for my daughter\, how would I do that?,age_limit;
How old can one use your service?,age_limit;
Do you have to be 18 to make an account?,age_limit;
Would I be able to get an account for my child?,age_limit;
Can I get an account for my son?,age_limit;
DO I have to be 18 to open an account?,age_limit;
Am I allowed to get an account for my daughter?,age_limit;
My daughter needs to open account.,age_limit;
Can I open an account for my offspring?,age_limit;
Do you offer accounts for minors?,age_limit;
What are the age limits for your service?,age_limit;
How old do you need to be to have an account?,age_limit;
How old does my daughter need to be to have her own account?,age_limit;
My son has just turned 13\, is he old enough for an account?,age_limit;
Do you guys have any age restrictions?,age_limit;
Is there a minimum age for having an account?,age_limit;
How old does one need to be?,age_limit;
My daughter needs an acount.,age_limit;
What is the age requirement?,age_limit;
Is there a certain age I need to be?,age_limit;
Is my child too young to sign up?,age_limit;
Am I able to open an account for my children?,age_limit;
Can I make an account for my daughter?,age_limit;
Whats the youngest I can be to open an account?,age_limit;
Do you have an age requirement when opening an account with your service?,age_limit;
Is it possible for me to set up separate accounts for my kids?,age_limit;
I have exceeded the number of PIN attempts,pin_blocked;
I mistook my pin and now I am locked.  Can you unlock me?,pin_blocked;
Please help me unblock my pin which I put the wrong one too many times.,pin_blocked;
Help me unblock my account.  I entered the PIN wrong too many times.,pin_blocked;
I locked myself out of my account\, how do I unblock my PIN?,pin_blocked;
My PIN tries have run out. Now what?,pin_blocked;
Can I reset my PIN if it is blocked?,pin_blocked;
After inputting the wrong pin too many times\, can you now help me unblock my pin?,pin_blocked;
Where do I find PIN for my card?,pin_blocked;
Can someone help me unblock my pin?,pin_blocked;
I attempted to enter my pin to many times.,pin_blocked;
I forgot my PIN and now it is blocked.,pin_blocked;
Can someone assist me with explaining how I can unblock my pin?,pin_blocked;
My pin needs unblocking\, unblock it please?,pin_blocked;
What do I have to do to get my PIN unblocked?,pin_blocked;
I tried my PIN too many times and now my card wont work!,pin_blocked;
I entered a wrong PIN too many times. How can I fix this?,pin_blocked;
How can I unblock my PIN?,pin_blocked;
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,pin_blocked;
I cannot try my PIN anymore.,pin_blocked;
Whats the web address to unblock my pin?,pin_blocked;
How do I make my PIN work again?,pin_blocked;
What steps do I take to unblock my PIN?,pin_blocked;
My PIN was entered wrong and now I am blocked.  Please unblock.,pin_blocked;
Can I use app to unblock my card?,pin_blocked;
I tried the wrong PIN too many times.,pin_blocked;
Help me unblock my PIN.,pin_blocked;
Can I unblock my PIN in the app?,pin_blocked;
How can I get my PIN unblocked?,pin_blocked;
I forgot my PIN number.,pin_blocked;
I tried entering my pin several times incorrectly. Why isnt my pin working?,pin_blocked;
I need my PIN unlocked.,pin_blocked;
I cant input my pin again.,pin_blocked;
How do I take a block off my card?,pin_blocked;
Will you help me unblock my pin after putting in the wrong pin too many times?,pin_blocked;
What do I do if I forgot my PIN?,pin_blocked;
What is the process for unlocking the pin?,pin_blocked;
How do I go about unlocking a pin?,pin_blocked;
I enetered the wrong information\, I need my account unblocked How do I do that?,pin_blocked;
My PIN is locked\, how do I unlock it?,pin_blocked;
I entered in the wrong PIN.  Please help me unlock my account.,pin_blocked;
If my PIN number is rejected\, how do I solve it?,pin_blocked;
Why was my PIN blocked?,pin_blocked;
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,pin_blocked;
Where can I go to get my PIN unblocked?,pin_blocked;
What is the procedure of unblocking my PIN?,pin_blocked;
I accidentally exceeded my PIN tries.  Please advise.,pin_blocked;
I logged in wrong and am blocked\, how do I log in?,pin_blocked;
While I was drunk\, I goofed my PIN number and your machine ate my card. How can I get it back?,pin_blocked;
Can you unblock my blocked pin?,pin_blocked;
How can I reset my darned PIN number?,pin_blocked;
My PIN is unlocked\, what do I do?,pin_blocked;
My account is locked because I used the wrong pin too many times.  Please help.p,pin_blocked;
My PIN cant access my card\, can you help?.,pin_blocked;
After putting in the wrong PIN too many times\, I was blocked. Can you assist me in changing it?,pin_blocked;
How do I unblock my PIN?,pin_blocked;
What happens if I forget my PIN?,pin_blocked;
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,pin_blocked;
I managed to drunken block my card :(( Help!,pin_blocked;
Why is my PIN blocked?,pin_blocked;
I used my pin too many times.,pin_blocked;
My PIN has been blocked.,pin_blocked;
My card got blocked\, how do I reset?,pin_blocked;
My PIN number was incorrect\, and I cant access it.,pin_blocked;
Is there a way to reset my PIN?,pin_blocked;
What do I do if I have exceeded all my PIN tries?,pin_blocked;
How do I get unblocked?,pin_blocked;
I blocked my card by mistake\, how do I unblock it?,pin_blocked;
What should I do if I exceed my PIN tries?,pin_blocked;
How come I got blocked for entering wrong pins?,pin_blocked;
What should I do if I have used all of my PIN tries?,pin_blocked;
My PIN isnt working.,pin_blocked;
I forgot what my pin number is and now am blocked can you help me get in?,pin_blocked;
Where am I able to get my PIN unblocked?,pin_blocked;
I forgot my pin and am blocked now. Can I reset it somewhere?,pin_blocked;
I must have entered my PIN wrong.,pin_blocked;
I am locked out from entering my pin.,pin_blocked;
What do I do to unblock my PIN?,pin_blocked;
I entered my pin wrong  too many times.,pin_blocked;
I have used all my PIN tries\, what now?,pin_blocked;
Where do I go to unblock my PIN?,pin_blocked;
What if I type in the wrong PIN too many times?,pin_blocked;
What do I do if my PIN was blocked?,pin_blocked;
Can I unblock my pin using the app?,pin_blocked;
How many times can I enter a wrong PIN before it is blocked?,pin_blocked;
My PIN was blocked.,pin_blocked;
I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,pin_blocked;
I have exceeded all my PIN tries,pin_blocked;
How to unblock my PIN?,pin_blocked;
How many incorrect attempts cause card to be blocked?,pin_blocked;
Guide me on how to unblock my PIN,pin_blocked;
Would you please unblock my pin? I dont know why\, but its blocked.,pin_blocked;
I have used all of my PIN tries. What should I do now?,pin_blocked;
Is there a number to call to get my pin unblocked?,pin_blocked;
My PIN seems to be blocked\, help me access it?,pin_blocked;
How do I unblock my card?,pin_blocked;
I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,pin_blocked;
I cannot use my PIN.,pin_blocked;
My PIN got blocked\, help.,pin_blocked;
Where do I unblock my PIN?,pin_blocked;
I am blocked now because I entered the wrong pin\, need help.,pin_blocked;
My PIN has been blocked\, what should I do?,pin_blocked;
Too many times I entered the incorrect PIN.  How can I get my account unblocked?,pin_blocked;
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,pin_blocked;
I entered the wrong pin too many times and now I think its blocked. What do I do?,pin_blocked;
I was blocked by using the wrong pin too many times\, can you help me?,pin_blocked;
My PIN is not working\, can you help?,pin_blocked;
How do I unlock my account after typing in the wrong PIN too many times?,pin_blocked;
I entered the pin incorrectly too many times and now it is blocked. Can you help?,pin_blocked;
Can you unblock my pin because I put the wrong one too many times.,pin_blocked;
I need a new PIN number.,pin_blocked;
Can you unblock my account?  I entered the PIN wrong.,pin_blocked;
I tried my PIN too many times,pin_blocked;
I punched in the wrong pin too many times and Im locked out.,pin_blocked;
I cant figure out how to unblock my pin number. Can you help me?,pin_blocked;
Should i uninstall the app before i try it again?,contactless_not_working;
How come when I tried to pay contactless at the bus it didnt work?,contactless_not_working;
Why is my contactless not working?,contactless_not_working;
My contactless payments dont work.,contactless_not_working;
how many days processing new card?,contactless_not_working;
Im confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,contactless_not_working;
Would reinstalling the app solve the problem?,contactless_not_working;
Ive tried using my contactless in several locations today and its not working anywhere. It seemed fine before. How do I get it to work again?,contactless_not_working;
What do I have to do to get the contactless to work?,contactless_not_working;
The terminal I paid at wouldnt take my card. Is something wrong?,contactless_not_working;
Why wasnt my contactless accepted at the metro?,contactless_not_working;
Can I make a contactless payments?,contactless_not_working;
I cant get a contactless payment to work.,contactless_not_working;
Contactless payments need to be enabled for my card.,contactless_not_working;
Help me to set up contactless payments.,contactless_not_working;
My contactless stopped working today for no good reason. Its not working no matter where I try to use it. Can you please help me fix it?,contactless_not_working;
Im confused ass to why my contactless is not working.,contactless_not_working;
I need help fixing my contactless. Its not working anywhere I go today.,contactless_not_working;
The contactless payments are not working.,contactless_not_working;
how to get new card?,contactless_not_working;
How do I troubleshoot my contactless?,contactless_not_working;
How can I fix my contactless?,contactless_not_working;
Any charges applicable for new card?,contactless_not_working;
I have a contactless thats broken.,contactless_not_working;
My contactless is non-functional.,contactless_not_working;
How can i get new card?,contactless_not_working;
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working;
How do I troubleshoot when contactless doesnt work?,contactless_not_working;
How can I fix my card if the contactless function didnt work this morning?,contactless_not_working;
I was trying to use contactless earlier\, but it didnt work.,contactless_not_working;
Why wouldnt my contactless work for the metro?,contactless_not_working;
Are my contactless settings correct? I tried to use it today but it wasnt working.,contactless_not_working;
I am having problems with my contactless.,contactless_not_working;
I am having issues using contactless payments\, could my card be damaged?,contactless_not_working;
What is the reason when I tried to pay contactless at the bus\, it didnt work?,contactless_not_working;
Is there a top up fee for transfer?,top_up_by_bank_transfer_charge;
Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge;
What are the charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge;
Is there a charge for SEPA transfers?,top_up_by_bank_transfer_charge;
Will I be charged a fee for a SEPA transfer?,top_up_by_bank_transfer_charge;
What is the fee to top-up my account,top_up_by_bank_transfer_charge;
Will you guys charge me for topping up by transfer?,top_up_by_bank_transfer_charge;
Can you tell me the cost of a transfer?,top_up_by_bank_transfer_charge;
Do you receive SWIFT transfers?,top_up_by_bank_transfer_charge;
What is the charge for receiving a SEPA transfer?,top_up_by_bank_transfer_charge;
Will I receive all the money sent to my account by SEPA transfer?,top_up_by_bank_transfer_charge;
Am I going to see a charge for a SEPA transfer?,top_up_by_bank_transfer_charge;
Can I do a SWIFT transfer?,top_up_by_bank_transfer_charge;
What would I be charged in receiving a SEPA transfer?,top_up_by_bank_transfer_charge;
How much is it to receive money?,top_up_by_bank_transfer_charge;
Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge;
If someone sends me money\, will I be charged?,top_up_by_bank_transfer_charge;
Do you accept SWIFT transfers?,top_up_by_bank_transfer_charge;
Am I charged for receiving money?,top_up_by_bank_transfer_charge;
Will I be charged for topping up by transfer?,top_up_by_bank_transfer_charge;
Will I be charged any fee for receiving money?,top_up_by_bank_transfer_charge;
Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge;
Is there a fee to top up by bank transfers?,top_up_by_bank_transfer_charge;
Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge;
Will I be charged for a top off transfer?,top_up_by_bank_transfer_charge;
Will I be charged for receiving money?,top_up_by_bank_transfer_charge;
To receive money are there charges?,top_up_by_bank_transfer_charge;
Will there be a charge when money is added to my account?,top_up_by_bank_transfer_charge;
What are the fees associated with top up via transfer?,top_up_by_bank_transfer_charge;
Can I use SWIFT transfers?,top_up_by_bank_transfer_charge;
How much does a transfer cost?,top_up_by_bank_transfer_charge;
Is there a fee for a SEPA transfer,top_up_by_bank_transfer_charge;
why do you charge for transfers?,top_up_by_bank_transfer_charge;
Is there a fee to make a transfer?,top_up_by_bank_transfer_charge;
What is the charge to make a transfer,top_up_by_bank_transfer_charge;
If I were to transfer\, what would the cost be?,top_up_by_bank_transfer_charge;
Does it cost anything to transfer money for a top-up?,top_up_by_bank_transfer_charge;
Will I be fined for topping up by transfer?,top_up_by_bank_transfer_charge;
what is the price of a transfer?,top_up_by_bank_transfer_charge;
If I top-up by using a trasfer are there charges that applied?,top_up_by_bank_transfer_charge;
Do I get charged if I get money?,top_up_by_bank_transfer_charge;
Would I be able to use SWIFT transfers?,top_up_by_bank_transfer_charge;
Are there any charges for receiving money?,top_up_by_bank_transfer_charge;
how much will I be charged for making a transfer?,top_up_by_bank_transfer_charge;
For topping-up is there a charge?,top_up_by_bank_transfer_charge;
Can I transfer money using the SWIFT service?,top_up_by_bank_transfer_charge;
Is there a charge for transfers?,top_up_by_bank_transfer_charge;
is there a fee for swift transfer,top_up_by_bank_transfer_charge;
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge;
What are the fees for using transfer to top off my account?,top_up_by_bank_transfer_charge;
Do you charge anything for topping up?,top_up_by_bank_transfer_charge;
Are SWIFT Transfers available at this bank?,top_up_by_bank_transfer_charge;
If I were to do a transfer\, what is the rate for that?,top_up_by_bank_transfer_charge;
How much do I need to pay for a transfer?,top_up_by_bank_transfer_charge;
Is there a charge for getting my money?,top_up_by_bank_transfer_charge;
Does this program take SWIFT transfers?,top_up_by_bank_transfer_charge;
What does it cost to receive a SEPA transfer?,top_up_by_bank_transfer_charge;
How much will it be in order to pay with a bank transfer using SEPA?,top_up_by_bank_transfer_charge;
Will there be a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge;
Am I charged if I make a top-up?,top_up_by_bank_transfer_charge;
do you have a fee for receiving a SEPA transfer?,top_up_by_bank_transfer_charge;
What does a transfer cost?,top_up_by_bank_transfer_charge;
Am I able to do a SWIFT transfer with you?,top_up_by_bank_transfer_charge;
Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge;
Will I be charged for adding money by transfer?,top_up_by_bank_transfer_charge;
How much will it cost me for a SEPA transfer?,top_up_by_bank_transfer_charge;
How much would it cost me if I transfer?,top_up_by_bank_transfer_charge;
What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge;
What is the cost of a transfer?,top_up_by_bank_transfer_charge;
I want to top up my account by a bank transfer\, but will I be charged?,top_up_by_bank_transfer_charge;
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge;
Are you aware of any charges for receiving money?,top_up_by_bank_transfer_charge;
Are SWIFT transfers supported?,top_up_by_bank_transfer_charge;
Is there a charge for receiving money?,top_up_by_bank_transfer_charge;
Can I transfer using SWIFT?,top_up_by_bank_transfer_charge;
Am I going to be charged for receiving  money?,top_up_by_bank_transfer_charge;
What are the additional charges for a SWIFT transfer?,top_up_by_bank_transfer_charge;
Does it cost me anything to top up my account via bank transfer?,top_up_by_bank_transfer_charge;
How much does it cost to make transfers?,top_up_by_bank_transfer_charge;
How much would it cost me for a bank transfer to top up my account?,top_up_by_bank_transfer_charge;
Do you take SWIFT transfers?,top_up_by_bank_transfer_charge;
Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge;
Will I be charged for receiving the money?,top_up_by_bank_transfer_charge;
For SEPA transfers\, what kind of charge will be applied?,top_up_by_bank_transfer_charge;
Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge;
Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge;
What is the handling fee for transfer?,top_up_by_bank_transfer_charge;
Does it cost me to add cash?,top_up_by_bank_transfer_charge;
Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge;
Are you going to charge me to collect the money?,top_up_by_bank_transfer_charge;
Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge;
what is the fee for a transfer into my account,top_up_by_bank_transfer_charge;
Do I pay a fee for SEPA transfers?,top_up_by_bank_transfer_charge;
Is there a cost to receive money?,top_up_by_bank_transfer_charge;
Id like to make a SEPA transfer to my account\, but will I be charged?,top_up_by_bank_transfer_charge;
Can third party fees affect a transfer?,top_up_by_bank_transfer_charge;
Do you charge for transfers?,top_up_by_bank_transfer_charge;
Will I be charged for topping up my account using a bank transfer?,top_up_by_bank_transfer_charge;
How much would I be charged for a transfer?,top_up_by_bank_transfer_charge;
Is there a top up fee?,top_up_by_bank_transfer_charge;
are SWIFT transfers an option?,top_up_by_bank_transfer_charge;
How much does it cost to do a transfer?,top_up_by_bank_transfer_charge;
If I top up by transfer\, am I going to be charged?,top_up_by_bank_transfer_charge;
What are the charges for recieving SEPA transfers?,top_up_by_bank_transfer_charge;
Are there any fees associated with receiving money?,top_up_by_bank_transfer_charge;
How much does each transfer cost?,top_up_by_bank_transfer_charge;
Is there any fees associated with receiving money with this account?,top_up_by_bank_transfer_charge;
Will I be charged to top off my account?,top_up_by_bank_transfer_charge;
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge;
Do you process SWIFT transfers?,top_up_by_bank_transfer_charge;
I want to do a swift transfer,top_up_by_bank_transfer_charge;
How long does a top-up take to go through?,pending_top_up;
I am under the impression that my top up is still pending,pending_top_up;
How long will it take for my money to be deposited?,pending_top_up;
i put money on my card and i dont see it on the balance,pending_top_up;
I have a top-up thats still pending and wanted to know about it.,pending_top_up;
It is still pending\, I am still waiting. Your system just shows my top-up as pending. What is happening?,pending_top_up;
Why is my top up not completing?,pending_top_up;
What if my top up doesnt go through?,pending_top_up;
Sort your top up out please! Its been pending since an hour already\, can you please make this go through asap I really need the money,pending_top_up;
Says that my top-up is incomplete?,pending_top_up;
It appears my top-up is still pending.,pending_top_up;
My top up did not go through yet.,pending_top_up;
Seems like my top-up has not gone through,pending_top_up;
How long will my top-up stay pending?,pending_top_up;
I think my top up is still pending?,pending_top_up;
Something is wrong with the top up! Im a regular customer and use your service all the time\, usually this works but now it just shows up as pending,pending_top_up;
